1634,1806,1200
1631,1801,1200
1628,1795,1200
1626,1789,1200
1623,1784,1200
1620,1778,1200
1618,1772,1200
1615,1767,1200
1612,1761,1200
1609,1755,1200
1606,1750,1200
1603,1744,1200
1600,1739,1200
1597,1733,1200
1594,1728,1200
1591,1722,1200
1588,1717,1200
1585,1711,1200
1582,1706,1200
1579,1700,1200
1575,1695,1200
1572,1690,1200
1569,1684,1200
1566,1679,1200
1562,1673,1200
1559,1668,1200
1555,1663,1200
1552,1657,1200
1549,1652,1200
1545,1647,1200
1542,1641,1200
1538,1636,1200
1535,1631,1200
1531,1625,1200
1527,1620,1200
1524,1615,1200
1520,1610,1200
1516,1604,1200
1513,1599,1200
1509,1594,1200
1505,1589,1200
1501,1583,1200
1498,1578,1200
1494,1573,1200
1490,1568,1200
1486,1563,1200
1482,1558,1200
1478,1552,1200
1474,1547,1200
1470,1542,1200
1466,1537,1200
1469,1535,1200
1471,1533,1200
1474,1531,1200
1476,1530,1200
1478,1528,1200
1481,1526,1200
1483,1524,1200
1486,1523,1200
1488,1521,1200
1490,1519,1200
1493,1518,1200
1495,1516,1200
1497,1514,1200
1500,1513,1200
1502,1511,1200
1504,1510,1200
1506,1508,1200
1509,1507,1200
1511,1505,1200
1513,1504,1200
1515,1502,1200
1518,1501,1200
1520,1500,1200
1522,1498,1200
1524,1497,1200
1526,1496,1200
1529,1495,1200
1531,1493,1200
1533,1492,1200
1535,1491,1200
1537,1490,1200
1539,1488,1200
1541,1487,1200
1543,1486,1200
1546,1485,1200
1548,1484,1200
1550,1483,1200
1552,1482,1200
1554,1481,1200
1556,1480,1200
1558,1479,1200
1560,1478,1200
1562,1477,1200
1564,1476,1200
1566,1476,1200
1568,1475,1200
1570,1474,1200
1572,1473,1200
1574,1472,1200
1576,1472,1200
1581,1478,1200
1586,1483,1200
1591,1489,1200
1596,1495,1200
1601,1501,1200
1606,1506,1200
1611,1512,1200
1616,1518,1200
1621,1524,1200
1626,1529,1200
1631,1535,1200
1636,1541,1200
1641,1547,1200
1645,1552,1200
1650,1558,1200
1655,1564,1200
1660,1569,1200
1664,1575,1200
1669,1581,1200
1674,1586,1200
1678,1592,1200
1683,1598,1200
1687,1603,1200
1692,1609,1200
1696,1614,1200
1701,1620,1200
1705,1626,1200
1709,1631,1200
1714,1637,1200
1718,1642,1200
1722,1648,1200
1726,1654,1200
1730,1659,1200
1734,1665,1200
1739,1670,1200
1743,1676,1200
1747,1681,1200
1750,1687,1200
1754,1692,1200
1758,1698,1200
1762,1704,1200
1766,1709,1200
1770,1715,1200
1773,1720,1200
1777,1726,1200
1780,1731,1200
1784,1737,1200
1787,1742,1200
1791,1748,1200
1794,1753,1200
1791,1753,1200
1788,1754,1200
1784,1754,1200
1781,1754,1200
1778,1755,1200
1774,1755,1200
1771,1756,1200
1768,1756,1200
1764,1757,1200
1761,1757,1200
1758,1758,1200
1754,1758,1200
1751,1759,1200
1748,1760,1200
1744,1760,1200
1741,1761,1200
1738,1762,1200
1735,1762,1200
1731,1763,1200
1728,1764,1200
1725,1765,1200
1721,1766,1200
1718,1767,1200
1715,1768,1200
1711,1769,1200
1708,1770,1200
1705,1771,1200
1702,1772,1200
1698,1773,1200
1695,1774,1200
1692,1775,1200
1688,1776,1200
1685,1778,1200
1682,1779,1200
1678,1780,1200
1675,1781,1200
1672,1783,1200
1669,1784,1200
1665,1786,1200
1662,1787,1200
1659,1789,1200
1655,1790,1200
1652,1792,1200
1649,1793,1200
1645,1795,1200
1642,1797,1200
1638,1798,1200
1635,1800,1200
1632,1802,1200
